analysis_rows,trimmed_rows,currency,salary_p01,salary_median,salary_p99,technical_rows,strict_technical_rows,soft_rows,missing_education_rows
122811,120878,EUR,28800.0,38880.0,95515.19999999972,2547,2547,49079,6051
