analysis_rows,trimmed_rows,currency,salary_p01,salary_median,salary_p99,technical_rows,strict_technical_rows,soft_rows,missing_education_rows
40879,40076,EUR,28149.582,51734.64,240000.0,2061,2061,16078,40874
