contrast,coefficient_difference,std_error,p_value,percent_difference,percent_ci_low,percent_ci_high
technical_and_soft minus technical_only,-0.03890275571734329,0.01619990194531671,0.016331614958915854,-3.8155761548306364,-6.82162913842289,-0.7125440712969581
